,Unnamed: 0,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,Y1hat_responses,Y0hat_responses,Y1hat,Y0hat
262,262,1.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,58.0,3.0,3.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,1.0,3.0,"[5, 4, 5, 5, 4, 5, 5, 5, 5, 5]","[4, 5, 5, 5, 4, 4, 5, 5]",4.8,4.625
263,263,1.0,1.0,5.0,3.0,2.0,6.0,2.0,1.0,1.0,68.0,1.0,4.0,3.0,5.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.111111111111111,2.0
264,264,0.0,1.0,7.0,4.0,1.0,6.0,2.0,1.0,2.0,71.0,4.0,4.0,3.0,1.0,9.0,7.0,1.0,1.0,1.0,1.0,4.0,"[1, 2, 1, 2, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.2222222222222223,1.0
265,265,1.0,5.0,3.0,3.0,11.0,1.0,2.0,1.0,1.0,62.0,1.0,4.0,1.0,5.0,15.0,9.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 3, 4, 3, 3, 2, 4, 3]",3.0,3.0
266,266,1.0,2.0,6.0,3.0,5.0,2.0,2.0,1.0,1.0,84.0,1.0,4.0,1.0,1.0,10.0,7.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 3, 2, 2, 2, 2, 2, 3, 3]","[2, 2, 2, 2, 3, 2, 2, 2, 2, 2]",2.4,2.1
267,267,0.0,1.0,7.0,5.0,12.0,3.0,2.0,1.0,1.0,24.0,1.0,3.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
268,268,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,36.0,4.0,3.0,5.0,1.0,6.0,8.0,1.0,0.0,1.0,1.0,4.0,"[3, 2, 3, 3, 3, 3, 3, 3, 4, 3]","[3, 2, 3, 3, 3, 3, 3, 3, 4, 3]",3.0,3.0
269,269,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,21.0,4.0,3.0,5.0,7.0,7.0,9.0,1.0,1.0,3.0,3.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 4, 3, 3, 3, 3, 3, 3, 2, 3]",3.0,3.0
270,270,1.0,5.0,1.0,1.0,13.0,2.0,2.0,1.0,1.0,25.0,1.0,3.0,6.0,2.0,10.0,4.0,1.0,1.0,1.0,1.0,4.0,"[4, 2, 4, 5, 4, 4, 4, 4, 5, 4]","[5, 2, 4, 4, 4, 4, 4, 4, 4]",4.0,3.888888888888889
271,271,1.0,4.0,1.0,2.0,11.0,4.0,2.0,1.0,1.0,64.0,1.0,5.0,1.0,1.0,15.0,5.0,1.0,1.0,2.0,1.0,2.0,"[3, 3, 4, 3, 3, 3, 3, 3, 4, 3]","[4, 2, 4, 2, 2, 2, 2, 4]",3.2,2.75
272,272,1.0,3.0,6.0,4.0,1.0,8.0,2.0,1.0,1.0,48.0,1.0,3.0,1.0,1.0,10.0,4.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 1, 1, 2]",2.0,1.5714285714285714
273,273,0.0,2.0,2.0,3.0,11.0,5.0,2.0,1.0,1.0,23.0,4.0,3.0,6.0,1.0,4.0,7.0,0.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 2, 2, 3, 3, 2, 2, 3, 4, 2]",3.0,2.5
274,274,1.0,2.0,6.0,3.0,1.0,7.0,2.0,1.0,2.0,37.0,1.0,3.0,1.0,7.0,11.0,5.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 2, 2, 2, 3, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3333333333333335,2.0
275,275,1.0,3.0,2.0,2.0,11.0,3.0,2.0,1.0,2.0,27.0,2.0,3.0,4.0,1.0,5.0,9.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 4, 3, 3, 4]","[3, 3, 2, 3, 2, 3, 2, 3, 4, 3]",3.2222222222222223,2.8
276,276,0.0,4.0,7.0,5.0,1.0,2.0,2.0,1.0,1.0,82.0,1.0,3.0,1.0,5.0,6.0,8.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]",1.0,1.0
277,277,0.0,1.0,5.0,3.0,13.0,1.0,2.0,1.0,1.0,71.0,1.0,3.0,1.0,5.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,"[3, 2, 2, 2, 3, 3, 2, 2, 3, 2]","[3, 2, 2, 2, 2, 2, 2, 2, 2]",2.4,2.111111111111111
278,278,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,36.0,1.0,4.0,1.0,1.0,9.0,7.0,0.0,1.0,2.0,2.0,4.0,"[5, 2, 5, 4, 4, 4, 4, 4, 4, 4]","[4, 5, 2, 5, 4, 4, 4, 5, 4]",4.0,4.111111111111111
279,279,0.0,3.0,4.0,3.0,12.0,8.0,2.0,1.0,2.0,53.0,2.0,3.0,1.0,1.0,13.0,2.0,1.0,1.0,2.0,2.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 3, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.111111111111111,2.0
280,280,0.0,3.0,4.0,4.0,12.0,2.0,2.0,1.0,1.0,36.0,2.0,3.0,1.0,1.0,9.0,6.0,0.0,1.0,2.0,2.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 1, 2, 2, 2, 1, 1, 2]",2.0,1.625
281,281,1.0,2.0,5.0,3.0,12.0,3.0,2.0,1.0,2.0,35.0,1.0,3.0,1.0,1.0,13.0,6.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
282,282,0.0,2.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,63.0,1.0,3.0,3.0,1.0,10.0,8.0,0.0,1.0,1.0,4.0,4.0,"[2, 3, 2, 2, 2, 2, 2, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.2,2.0
283,283,0.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,61.0,1.0,3.0,2.0,6.0,6.0,4.0,0.0,1.0,1.0,1.0,2.0,"[1, 2, 2, 2, 2, 2, 1, 2, 1]","[2, 2, 1, 2, 1, 1, 1, 1, 1, 2]",1.6666666666666667,1.4
284,284,0.0,3.0,4.0,3.0,2.0,8.0,2.0,1.0,1.0,52.0,1.0,3.0,4.0,1.0,7.0,8.0,1.0,0.0,1.0,3.0,4.0,"[3, 2, 2, 2, 2, 2, 3, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.2,2.0
285,285,1.0,1.0,4.0,3.0,11.0,1.0,2.0,1.0,2.0,34.0,1.0,3.0,5.0,1.0,9.0,1.0,0.0,1.0,2.0,4.0,4.0,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 2, 2, 2, 2, 3, 2, 2, 4]",2.9,2.4
286,286,0.0,2.0,6.0,3.0,12.0,1.0,2.0,1.0,1.0,63.0,1.0,4.0,3.0,1.0,8.0,4.0,1.0,0.0,3.0,1.0,4.0,"[2, 2, 3, 2, 2, 2, 2, 3, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3,2.0
287,287,0.0,3.0,2.0,3.0,2.0,8.0,2.0,1.0,1.0,59.0,4.0,1.0,5.0,4.0,2.0,9.0,1.0,1.0,2.0,3.0,2.0,"[3, 3, 2, 3, 2, 2, 2, 2, 3, 3]","[2, 3, 2, 2, 2, 2, 2, 2, 2]",2.5,2.111111111111111
288,288,0.0,4.0,1.0,3.0,14.0,7.0,2.0,1.0,2.0,68.0,1.0,3.0,4.0,2.0,7.0,9.0,1.0,1.0,2.0,5.0,4.0,"[2, 3, 2, 2, 2, 3, 3, 2, 3, 3]","[3, 3, 4, 3, 2, 3, 2, 3, 2, 2]",2.5,2.7
289,289,1.0,1.0,5.0,4.0,12.0,4.0,2.0,1.0,1.0,40.0,1.0,3.0,3.0,1.0,7.0,3.0,0.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2]","[1, 1, 2, 1, 2, 1, 1, 2]",2.0,1.375
290,290,1.0,2.0,6.0,3.0,11.0,3.0,2.0,1.0,1.0,61.0,1.0,3.0,6.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 2, 2, 3, 3, 3, 2, 2]","[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",2.4444444444444446,2.1
291,291,1.0,1.0,4.0,-1.0,1.0,7.0,2.0,1.0,1.0,32.0,3.0,3.0,1.0,2.0,12.0,5.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
292,292,0.0,2.0,3.0,3.0,1.0,6.0,2.0,1.0,1.0,64.0,1.0,5.0,1.0,2.0,18.0,8.0,0.0,1.0,1.0,1.0,1.0,"[2, 3, 3, 2, 2, 2, 3, 3, 2, 3]","[3, 2, 2, 2, 2, 2, 2, 2, 3, 3]",2.5,2.3
293,293,0.0,2.0,2.0,3.0,1.0,8.0,2.0,1.0,2.0,67.0,1.0,3.0,1.0,5.0,13.0,9.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 2, 3, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.75,2.0
294,294,1.0,2.0,7.0,3.0,2.0,5.0,2.0,1.0,1.0,27.0,2.0,3.0,1.0,4.0,5.0,8.0,1.0,1.0,2.0,2.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 2, 1, 2, 2, 2, 1]",2.0,1.625
295,295,1.0,3.0,4.0,4.0,12.0,2.0,2.0,1.0,1.0,50.0,1.0,2.0,5.0,7.0,9.0,3.0,0.0,1.0,2.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 1, 2, 1, 2, 2, 1, 1, 1, 2]",2.0,1.4
296,296,0.0,2.0,3.0,1.0,11.0,3.0,2.0,1.0,2.0,24.0,1.0,2.0,5.0,1.0,8.0,2.0,1.0,1.0,2.0,3.0,4.0,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 2]","[2, 4, 5, 4, 2, 4, 4, 4, 3, 4]",3.4,3.6
297,297,1.0,2.0,5.0,3.0,1.0,8.0,2.0,1.0,2.0,41.0,1.0,4.0,1.0,1.0,14.0,9.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 3, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",2.1,2.1
298,298,0.0,1.0,7.0,4.0,12.0,1.0,2.0,1.0,2.0,74.0,1.0,2.0,1.0,5.0,13.0,3.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
299,299,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,71.0,1.0,3.0,6.0,1.0,13.0,8.0,1.0,1.0,1.0,1.0,3.0,"[3, 2, 3, 3, 2, 3, 3, 3, 3]","[3, 4, 2, 3, 3, 2, 2, 2, 2, 4]",2.7777777777777777,2.7
300,300,0.0,2.0,5.0,3.0,12.0,8.0,2.0,1.0,2.0,27.0,4.0,4.0,1.0,2.0,9.0,9.0,1.0,1.0,3.0,3.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 3]","[3, 2, 2, 2, 2, 2, 2, 2]",2.1,2.125
301,301,1.0,2.0,6.0,3.0,1.0,7.0,2.0,1.0,1.0,45.0,1.0,3.0,1.0,1.0,11.0,4.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
302,302,1.0,3.0,2.0,1.0,12.0,3.0,2.0,1.0,2.0,27.0,1.0,2.0,1.0,7.0,7.0,4.0,0.0,1.0,2.0,3.0,4.0,"[4, 4, 3, 4, 4, 3, 4, 3, 3]","[4, 3, 4, 4, 4, 2, 3, 4, 4, 4]",3.5555555555555554,3.6
303,303,1.0,4.0,3.0,1.0,11.0,2.0,2.0,1.0,2.0,33.0,5.0,1.0,6.0,1.0,6.0,9.0,1.0,1.0,2.0,3.0,4.0,"[4, 4, 4, 4, 3, 4, 2, 4, 4, 4]","[2, 2, 4, 4, 4, 2, 4, 4, 4, 4]",3.7,3.4
304,304,0.0,5.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,32.0,1.0,4.0,5.0,1.0,7.0,3.0,1.0,1.0,2.0,3.0,4.0,"[4, 4, 5, 4, 4, 4, 4, 5, 5, 2]","[2, 5, 5, 4, 5, 4, 4, 4, 2, 4]",4.1,3.9
305,305,1.0,3.0,3.0,2.0,11.0,1.0,2.0,1.0,1.0,27.0,1.0,4.0,5.0,1.0,10.0,7.0,1.0,1.0,2.0,3.0,4.0,"[4, 3, 4, 3, 3, 3, 3, 3, 4]","[3, 4, 4, 3, 2, 4, 4, 3, 4]",3.3333333333333335,3.4444444444444446
306,306,0.0,2.0,5.0,4.0,12.0,2.0,2.0,1.0,1.0,75.0,1.0,3.0,1.0,5.0,6.0,9.0,1.0,1.0,1.0,1.0,3.0,"[1, 2, 2, 2, 2, 1, 2, 2, 2]","[1, 2, 2, 1, 1, 1, 2, 1, 1]",1.7777777777777777,1.3333333333333333
307,307,1.0,5.0,4.0,2.0,11.0,1.0,2.0,1.0,1.0,41.0,4.0,2.0,1.0,6.0,10.0,4.0,0.0,1.0,1.0,2.0,3.0,"[4, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 3, 2, 2, 2, 3, 2, 2, 3]",3.1,2.4
308,308,1.0,1.0,6.0,5.0,2.0,8.0,2.0,1.0,1.0,67.0,1.0,3.0,1.0,5.0,11.0,4.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
309,309,0.0,3.0,3.0,3.0,14.0,3.0,2.0,1.0,2.0,49.0,1.0,5.0,5.0,2.0,14.0,6.0,1.0,1.0,1.0,1.0,2.0,"[4, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 3, 2, 2, 3, 4, 3, 2, 4, 4]",3.111111111111111,2.9
310,310,0.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,62.0,4.0,2.0,1.0,6.0,15.0,9.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 3, 2, 3, 2, 2, 2, 2]","[3, 3, 2, 2, 2, 2, 2, 2, 4, 3]",2.2,2.5
311,311,0.0,3.0,6.0,3.0,12.0,8.0,2.0,1.0,2.0,30.0,1.0,3.0,1.0,6.0,13.0,5.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 3, 2, 2, 3, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3333333333333335,2.0
312,312,0.0,1.0,5.0,4.0,12.0,3.0,2.0,1.0,1.0,33.0,1.0,3.0,1.0,1.0,9.0,5.0,1.0,1.0,2.0,4.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 2, 1, 2, 1, 1, 1, 1]",2.0,1.4
313,313,1.0,1.0,4.0,3.0,9.0,1.0,2.0,1.0,1.0,33.0,4.0,3.0,1.0,1.0,10.0,7.0,1.0,1.0,2.0,3.0,2.0,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 2, 3, 2, 2, 3, 3, 3, 3]",2.9,2.5555555555555554
314,314,0.0,4.0,1.0,3.0,10.0,1.0,2.0,1.0,2.0,28.0,1.0,4.0,6.0,1.0,15.0,5.0,1.0,1.0,2.0,2.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 3]","[4, 3, 3, 3, 3, 2, 4, 3, 4, 3]",3.1,3.2
315,315,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,23.0,4.0,2.0,6.0,4.0,3.0,7.0,1.0,0.0,2.0,2.0,4.0,"[3, 2, 3, 3, 3, 3, 3, 2, 3]","[2, 3, 2, 3, 4, 3, 2, 2, 2, 3]",2.7777777777777777,2.6
316,316,1.0,1.0,1.0,-1.0,12.0,8.0,2.0,1.0,2.0,71.0,4.0,3.0,3.0,6.0,2.0,5.0,1.0,0.0,2.0,3.0,4.0,"[2, 4, 3, 2, 2, 2, 3, 2, 3]","[2, 2, 2, 4, 2, 4, 2, 2, 2]",2.5555555555555554,2.4444444444444446
317,317,0.0,2.0,4.0,3.0,10.0,3.0,2.0,1.0,1.0,47.0,1.0,4.0,5.0,3.0,9.0,7.0,0.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 3]","[2, 2, 3, 2, 3, 3, 2, 2, 2, 2]",2.9,2.3
318,318,1.0,4.0,1.0,1.0,11.0,2.0,2.0,1.0,1.0,27.0,1.0,2.0,5.0,1.0,15.0,2.0,1.0,1.0,1.0,1.0,3.0,"[4, 2, 4, 5, 4, 4, 5, 5, 4, 2]","[4, 4, 4, 5, 2, 5, 5, 5, 4, 4]",3.9,4.2
319,319,1.0,1.0,4.0,3.0,1.0,6.0,2.0,1.0,2.0,45.0,6.0,5.0,1.0,2.0,15.0,6.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 2, 3, 2, 2, 3, 2, 3]","[2, 3, 2, 2, 2, 2, 2, 2, 3, 2]",2.6,2.2
320,320,1.0,3.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,61.0,1.0,5.0,1.0,5.0,8.0,6.0,0.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
321,321,1.0,3.0,4.0,2.0,1.0,7.0,2.0,1.0,2.0,22.0,6.0,3.0,6.0,4.0,13.0,9.0,1.0,1.0,2.0,2.0,4.0,"[3, 2, 2, 2, 2, 3, 2, 3, 3]","[3, 2, 2, 2, 4, 2, 2, 2, 2, 2]",2.4444444444444446,2.3
322,322,0.0,1.0,5.0,4.0,1.0,9.0,2.0,1.0,1.0,23.0,1.0,4.0,1.0,1.0,11.0,7.0,1.0,1.0,2.0,3.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
323,323,0.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,81.0,1.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 3, 2, 2, 3, 3, 2, 3, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 3]",2.6,2.111111111111111
324,324,1.0,3.0,4.0,3.0,12.0,2.0,2.0,1.0,1.0,22.0,2.0,1.0,5.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,"[2, 3, 3, 3, 3, 3, 3, 2, 3, 3]","[2, 3, 2, 2, 2, 2, 2, 2, 2, 3]",2.8,2.2
325,325,1.0,3.0,7.0,5.0,1.0,4.0,2.0,1.0,2.0,74.0,1.0,3.0,1.0,5.0,7.0,9.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
326,326,0.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,56.0,1.0,5.0,1.0,1.0,9.0,3.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 4, 3, 3, 3, 3]","[4, 3, 3, 2, 2, 3, 3, 2, 3]",3.111111111111111,2.7777777777777777
327,327,0.0,3.0,3.0,3.0,11.0,1.0,2.0,1.0,2.0,74.0,1.0,2.0,1.0,5.0,18.0,4.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 4, 3, 2, 3, 3, 3]","[3, 3, 2, 3, 2, 2, 3, 3, 4, 3]",3.0,2.8
328,328,1.0,2.0,6.0,3.0,8.0,3.0,2.0,1.0,1.0,44.0,6.0,5.0,1.0,1.0,16.0,3.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 3, 2, 3, 3, 2, 3, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.4444444444444446,2.0
329,329,1.0,3.0,1.0,3.0,11.0,2.0,2.0,1.0,2.0,67.0,1.0,4.0,1.0,5.0,10.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 3, 2, 4, 2, 3, 2, 2, 4, 4]",3.1,2.8
330,330,1.0,1.0,3.0,1.0,10.0,1.0,2.0,1.0,1.0,70.0,1.0,4.0,1.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,2.0,"[4, 2, 5, 4, 4, 4, 4, 4, 4, 2]","[4, 4, 4, 4, 4, 2, 4, 4, 5, 4]",3.7,3.9
331,331,0.0,1.0,3.0,3.0,9.0,1.0,2.0,1.0,1.0,21.0,1.0,1.0,5.0,6.0,9.0,9.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 3, 3, 3, 3, 3, 3, 3]",2.9,2.9
332,332,0.0,1.0,5.0,4.0,2.0,8.0,2.0,1.0,1.0,55.0,1.0,5.0,1.0,1.0,17.0,5.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 2, 2, 2, 1, 1, 2, 2, 2]","[1, 1, 1, 2, 2, 2, 2, 1, 1]",1.8,1.4444444444444444
333,333,0.0,3.0,1.0,3.0,12.0,1.0,2.0,1.0,2.0,43.0,2.0,3.0,2.0,6.0,3.0,5.0,1.0,1.0,2.0,2.0,4.0,"[3, 2, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 2, 4, 2, 3, 3, 2, 2]",2.875,2.7
334,334,0.0,3.0,5.0,3.0,11.0,1.0,2.0,1.0,1.0,34.0,1.0,4.0,5.0,2.0,9.0,9.0,1.0,1.0,2.0,1.0,4.0,"[2, 3, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.111111111111111,2.0
335,335,0.0,3.0,7.0,5.0,1.0,7.0,2.0,1.0,1.0,30.0,1.0,3.0,1.0,1.0,14.0,6.0,0.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0
336,336,1.0,4.0,3.0,3.0,7.0,3.0,2.0,1.0,1.0,40.0,4.0,3.0,5.0,2.0,6.0,9.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 2, 3, 3]",3.0,2.875
337,337,0.0,2.0,7.0,4.0,12.0,8.0,2.0,1.0,1.0,41.0,4.0,3.0,5.0,1.0,11.0,9.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
338,338,1.0,3.0,1.0,2.0,12.0,1.0,2.0,1.0,2.0,57.0,1.0,2.0,3.0,6.0,4.0,8.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 2, 3, 4, 3]","[3, 2, 4, 2, 3, 3, 2, 3, 4]",3.0,2.888888888888889
339,339,1.0,3.0,2.0,3.0,1.0,6.0,2.0,1.0,2.0,52.0,2.0,2.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,2.0,2.0,"[2, 2, 3, 3, 3, 2, 3, 3, 3]","[3, 2, 3, 2, 3, 3, 2, 2, 2, 2]",2.6666666666666665,2.4
340,340,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,35.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 2, 2, 4, 3, 3]",3.0,2.875
341,341,0.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,23.0,1.0,3.0,5.0,1.0,7.0,3.0,1.0,0.0,2.0,3.0,4.0,"[3, 3, 2, 2, 3, 4, 2, 3, 3, 3]","[4, 3, 3, 3, 3, 3, 2, 3, 2, 2]",2.8,2.8
342,342,0.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,42.0,3.0,3.0,3.0,1.0,10.0,7.0,0.0,1.0,2.0,1.0,2.0,"[4, 3, 3, 3, 3, 3, 4, 4, 4, 3]","[4, 3, 3, 4, 4, 3, 2, 4, 3, 3]",3.4,3.3
343,343,1.0,1.0,5.0,4.0,12.0,1.0,2.0,1.0,1.0,76.0,1.0,3.0,1.0,5.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,"[1, 2, 2, 1, 2, 1, 1, 2, 2]","[1, 2, 1, 2, 1, 1, 1, 1]",1.5555555555555556,1.25
344,344,0.0,1.0,1.0,1.0,14.0,9.0,2.0,1.0,1.0,49.0,4.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,"[5, 4, 5, 4, 4, 5, 5, 4, 5, 5]","[4, 5, 4, 4, 4, 4, 4, 4, 5, 4]",4.6,4.2
345,345,0.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,46.0,1.0,4.0,1.0,2.0,13.0,2.0,1.0,1.0,1.0,1.0,2.0,"[5, 2, 5, 5, 4, 4, 4, 4, 5, 5]","[2, 5, 5, 4, 4, 4, 4, 4, 5, 4]",4.3,4.1
346,346,0.0,1.0,7.0,4.0,2.0,8.0,2.0,1.0,2.0,58.0,1.0,5.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 2, 2, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.2222222222222223,1.0
347,347,1.0,1.0,5.0,2.0,14.0,1.0,2.0,1.0,2.0,32.0,5.0,3.0,1.0,6.0,8.0,1.0,0.0,1.0,1.0,1.0,2.0,"[2, 2, 3, 2, 3, 3, 2, 2, 3, 3]","[2, 3, 3, 2, 2, 2, 3, 2, 2, 3]",2.5,2.4
348,348,1.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,35.0,4.0,2.0,1.0,4.0,5.0,7.0,1.0,0.0,1.0,4.0,4.0,"[2, 2, 3, 2, 3, 3, 3, 2, 3, 3]","[2, 2, 2, 2, 2, 2, 2, 3, 3, 2]",2.6,2.2
